price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
N/A,3 990 000 kr,-590 000 kr (-15 %),Radhus,Tomträtt,5 rum,119 m²,N/A,N/A,179 m²,1974,43 950 kr/år,Ja,N/A,"Radhus - Botkyrka-slagsta, Botkyrka kommun - Såld 30 november 2023",Stockholm,3 400 000 kr
N/A,3 395 000 kr,-345 000 kr (-10 %),Radhus,Äganderätt,4 rum,91 m²,5 m²,N/A,138 m²,1975,54 702 kr/år,N/A,N/A,"Radhus - Tumba, Botkyrka kommun - Såld 30 november 2023",Stockholm,3 050 000 kr
N/A,4 995 000 kr,-245 000 kr (-5 %),Radhus,Äganderätt,5 rum,124 m²,N/A,N/A,178 m²,2015,38 948 kr/år,N/A,N/A,"Radhus - Riksten, Botkyrka kommun - Såld 30 november 2023",Stockholm,4 750 000 kr
48 571 kr/m²,6 975 000 kr,-175 000 kr (-3 %),Radhus,Bostadsrätt,6 rum,140 m²,6 m²,Ja,N/A,2016,44 556 kr/år,Ja,N/A,"Radhus - Sköndal - Lilla Sköndal, Stockholms kommun - Såld 30 november 2023",Stockholm,6 800 000 kr
N/A,3 695 000 kr,-95 000 kr (-3 %),Radhus,Äganderätt,4 rum,100 m²,N/A,N/A,221 m²,1980,44 465 kr/år,Ja,N/A,"Radhus - Kista, Stockholms kommun - Såld 30 november 2023",Stockholm,3 600 000 kr
44 186 kr/m²,5 975 000 kr,-275 000 kr (-5 %),Radhus,Bostadsrätt,5 rum,129 m²,N/A,Ja,N/A,2017,13 104 kr/år,Ja,"1, hiss finns ej","Radhus - Tyresö Strand, Tyresö kommun - Såld 30 november 2023",Stockholm,5 700 000 kr
30 667 kr/m²,4 995 000 kr,-395 000 kr (-8 %),Parhus,Bostadsrätt,6 rum,150 m²,N/A,N/A,N/A,2016,25 176 kr/år,Ja,N/A,"Parhus - Ekerö, Ekerö kommun - Såld 30 november 2023",Stockholm,4 600 000 kr
34 800 kr/m²,5 195 000 kr,-845 000 kr (-16 %),Parhus,Bostadsrätt,5 rum,125 m²,N/A,N/A,N/A,N/A,20 578 kr/år,Ja,N/A,"Parhus - Länna, Huddinge kommun - Såld 30 november 2023",Stockholm,4 350 000 kr
N/A,3 750 000 kr,-150 000 kr (-4 %),Radhus,Tomträtt,5 rum,128 m²,14 m²,N/A,159 m²,1976,34 031 kr/år,N/A,N/A,"Radhus - Hässelby Norra Villastad, Stockholms kommun - Såld 30 november 2023",Stockholm,3 600 000 kr
78 333 kr/m²,12 900 000 kr,-1 150 000 kr (-9 %),Parhus,Bostadsrätt,5 rum,150 m²,N/A,N/A,N/A,2004,46 212 kr/år,Ja,N/A,"Parhus - Bromma Stora Mossen, Stockholms kommun - Såld 29 november 2023",Stockholm,11 750 000 kr
42 164 kr/m²,5 690 000 kr,-40 000 kr (-1 %),Radhus,Bostadsrätt,5 rum,134 m²,N/A,N/A,N/A,2017,13 450 kr/år,Ja,"1 av 2, hiss finns ej","Radhus - Vattmyra, Järfälla kommun - Såld 29 november 2023",Stockholm,5 650 000 kr
N/A,5 495 000 kr,-300 000 kr (-5 %),Kedjehus,Äganderätt,6 rum,130 m²,24 m²,N/A,533 m²,1971,65 703 kr/år,Ja,N/A,"Kedjehus - Skånsta, Österåkers kommun - Såld 29 november 2023",Stockholm,5 195 000 kr
N/A,3 295 000 kr,-95 000 kr (-3 %),Parhus,Äganderätt,4 rum,104 m²,N/A,N/A,186 m²,1983,25 109 kr/år,Ja,N/A,"Parhus - Pershagen, Södertälje kommun - Såld 29 november 2023",Stockholm,3 200 000 kr
N/A,3 795 000 kr,-100 000 kr (-3 %),Radhus,Äganderätt,5 rum,120 m²,N/A,N/A,219 m²,1974,50 104 kr/år,N/A,N/A,"Radhus - Centrala Åkersberga, Österåkers kommun - Såld 29 november 2023",Stockholm,3 695 000 kr
54 861 kr/m²,3 990 000 kr,-40 000 kr (-1 %),Radhus,Bostadsrätt,3 rum,72 m²,25 m²,N/A,N/A,1986,24 000 kr/år,Ja,N/A,"Radhus - Träkvista, Ekerö kommun - Såld 28 november 2023",Stockholm,3 950 000 kr
23 170 kr/m²,2 750 000 kr,-155 000 kr (-6 %),Radhus,Bostadsrätt,5 rum,112 m²,4 m²,Ja,N/A,2017,18 864 kr/år,Ja,"1 av 2, hiss finns ej","Radhus - Rimbo - Västertorp, Norrtälje kommun - Såld 28 november 2023",Stockholm,2 595 000 kr
39 614 kr/m²,4 250 000 kr,-150 000 kr (-4 %),Radhus,Bostadsrätt,4 rum,"103,5 m²",N/A,N/A,N/A,1985,14 376 kr/år,Ja,N/A,"Radhus - Ekerö Ekudden, Ekerö kommun - Såld 28 november 2023",Stockholm,4 100 000 kr
N/A,3 895 000 kr,-295 000 kr (-8 %),Radhus,Äganderätt,4 rum,116 m²,N/A,N/A,189 m²,1969,N/A,Ja,N/A,"Radhus - Huddinge, Huddinge kommun - Såld 28 november 2023",Stockholm,3 600 000 kr
N/A,4 995 000 kr,-170 000 kr (-3 %),Radhus,Äganderätt,5 rum,142 m²,N/A,N/A,284 m²,2003,55 314 kr/år,N/A,N/A,"Radhus - Vendelsö, Haninge kommun - Såld 28 november 2023",Stockholm,4 825 000 kr
N/A,5 995 000 kr,-495 000 kr (-8 %),Kedjehus,Äganderätt,5 rum,136 m²,N/A,N/A,208 m²,1981,50 750 kr/år,N/A,N/A,"Kedjehus - Älta, Nacka kommun - Såld 27 november 2023",Stockholm,5 500 000 kr
N/A,5 095 000 kr,-420 000 kr (-8 %),Kedjehus,Tomträtt,6 rum,179 m²,N/A,N/A,338 m²,1973,42 420 kr/år,N/A,N/A,"Kedjehus - Slagsta, Botkyrka kommun - Såld 25 november 2023",Stockholm,4 675 000 kr
N/A,4 495 000 kr,-145 000 kr (-3 %),Radhus,Äganderätt,5 rum,105 m²,18 m²,N/A,275 m²,1984,42 897 kr/år,N/A,N/A,"Radhus - Söderby, Haninge kommun - Såld 25 november 2023",Stockholm,4 350 000 kr
27 009 kr/m²,3 395 000 kr,-235 000 kr (-7 %),Parhus,Bostadsrätt,6 rum,117 m²,N/A,N/A,N/A,2017,14 352 kr/år,Ja,"1 av 2, hiss finns ej","Parhus - Fredsborg, Österåkers kommun - Såld 24 november 2023",Stockholm,3 160 000 kr
47 761 kr/m²,5 995 000 kr,-130 000 kr (-2 %),Radhus,Bostadsrätt,5 rum,"122,8 m²",N/A,N/A,N/A,2016,N/A,Ja,N/A,"Radhus - Ursvik, Sundbybergs kommun - Såld 24 november 2023",Stockholm,5 865 000 kr
31 699 kr/m²,3 390 000 kr,-125 000 kr (-4 %),Radhus,Bostadsrätt,5 rum,103 m²,N/A,Ja,N/A,2002,9 720 kr/år,Ja,N/A,"Radhus - Viksjö, Järfälla kommun - Såld 24 november 2023",Stockholm,3 265 000 kr
N/A,3 500 000 kr,-200 000 kr (-6 %),Radhus,Äganderätt,4 rum,117 m²,N/A,N/A,220 m²,1991,58 200 kr/år,N/A,N/A,"Radhus - Görla, Norrtälje kommun - Såld 24 november 2023",Stockholm,3 300 000 kr
27 331 kr/m²,1 790 000 kr,-90 000 kr (-5 %),Parhus,Bostadsrätt,3 rum,"62,2 m²",8 m²,N/A,N/A,1993,23 472 kr/år,Ja,N/A,"Parhus - Adelsö, Ekerö kommun - Såld 24 november 2023",Stockholm,1 700 000 kr
38 542 kr/m²,4 695 000 kr,-70 000 kr (-1 %),Radhus,Bostadsrätt,4 rum,120 m²,N/A,N/A,N/A,2008,22 632 kr/år,N/A,N/A,"Radhus - Skarpnäck, Stockholms kommun - Såld 24 november 2023",Stockholm,4 625 000 kr
N/A,4 800 000 kr,-85 000 kr (-2 %),Radhus,Äganderätt,5 rum,140 m²,N/A,N/A,277 m²,1967,62 414 kr/år,N/A,N/A,"Radhus - Solängen, Sollentuna kommun - Såld 24 november 2023",Stockholm,4 715 000 kr
N/A,4 075 000 kr,-75 000 kr (-2 %),Radhus,Äganderätt,4 rum,90 m²,N/A,Ja,137 m²,1976,49 314 kr/år,Ja,N/A,"Radhus - Segeltorp, Huddinge kommun - Såld 24 november 2023",Stockholm,4 000 000 kr
N/A,2 695 000 kr,-295 000 kr (-11 %),Radhus,Äganderätt,3 rum,93 m²,N/A,N/A,168 m²,1984,45 274 kr/år,Ja,N/A,"Radhus - Tumba, Botkyrka kommun - Såld 23 november 2023",Stockholm,2 400 000 kr
51 799 kr/m²,7 995 000 kr,-795 000 kr (-10 %),Radhus,Bostadsrätt,5 rum,139 m²,N/A,N/A,N/A,2018,3 816 kr/år,Ja,N/A,"Radhus - Tollare, Nacka kommun - Såld 23 november 2023",Stockholm,7 200 000 kr
N/A,3 795 000 kr,-145 000 kr (-4 %),Radhus,Äganderätt,5 rum,133 m²,N/A,N/A,319 m²,1973,36 926 kr/år,N/A,N/A,"Radhus - Södra Brandbergen, Haninge kommun - Såld 23 november 2023",Stockholm,3 650 000 kr
N/A,3 590 000 kr,-515 000 kr (-14 %),Radhus,Äganderätt,4 rum,92 m²,N/A,N/A,131 m²,1962,64 100 kr/år,Ja,N/A,"Radhus - Skälby, Järfälla kommun - Såld 23 november 2023",Stockholm,3 075 000 kr
N/A,6 995 000 kr,-445 000 kr (-6 %),Kedjehus,Äganderätt,6 rum,168 m²,N/A,Ja,381 m²,1978,42 343 kr/år,Ja,N/A,"Kedjehus - Viby, Sollentuna kommun - Såld 22 november 2023",Stockholm,6 550 000 kr
32 540 kr/m²,4 795 000 kr,-695 000 kr (-14 %),Radhus,Bostadsrätt,5 rum,126 m²,N/A,N/A,N/A,2001,44 762 kr/år,Ja,N/A,"Radhus - Vendelsö, Haninge kommun - Såld 22 november 2023",Stockholm,4 100 000 kr
N/A,5 695 000 kr,-195 000 kr (-3 %),Kedjehus,Äganderätt,5 rum,130 m²,30 m²,N/A,406 m²,1984,41 032 kr/år,Ja,N/A,"Kedjehus - Bollstanäs, Upplands Väsby kommun - Såld 22 november 2023",Stockholm,5 500 000 kr
N/A,9 850 000 kr,-100 000 kr (-1 %),Radhus,Äganderätt,4 rum,135 m²,21 m²,Ja,220 m²,1975,47 300 kr/år,Ja,N/A,"Radhus - Östra Rudboda, Lidingö kommun - Såld 22 november 2023",Stockholm,9 750 000 kr
N/A,3 795 000 kr,-295 000 kr (-8 %),Parhus,Äganderätt,4 rum,105 m²,N/A,N/A,274 m²,1977,30 860 kr/år,Ja,N/A,"Parhus - Brunna - Kungsängen, Upplands-Bro kommun - Såld 22 november 2023",Stockholm,3 500 000 kr
42 416 kr/m²,3 795 000 kr,-20 000 kr (-1 %),Kedjehus,Bostadsrätt,4 rum,89 m²,N/A,Ja,N/A,2018,N/A,Ja,N/A,"Kedjehus - Helenelund, Sollentuna kommun - Såld 21 november 2023",Stockholm,3 775 000 kr
N/A,4 250 000 kr,-275 000 kr (-6 %),Radhus,Äganderätt,6 rum,111 m²,57 m²,Ja,236 m²,1966,36 473 kr/år,Ja,N/A,"Radhus - Åkersberga Centralt, Österåkers kommun - Såld 21 november 2023",Stockholm,3 975 000 kr
32 000 kr/m²,3 595 000 kr,-395 000 kr (-11 %),Radhus,Bostadsrätt,4 rum,100 m²,N/A,N/A,N/A,N/A,17 449 kr/år,Ja,N/A,"Radhus - Polhem, Järfälla kommun - Såld 21 november 2023",Stockholm,3 200 000 kr
N/A,3 495 000 kr,-95 000 kr (-3 %),Radhus,Äganderätt,4 rum,98 m²,N/A,N/A,133 m²,1973,29 226 kr/år,N/A,N/A,"Radhus - Vårsta, Botkyrka kommun - Såld 21 november 2023",Stockholm,3 400 000 kr
N/A,3 495 000 kr,-335 000 kr (-10 %),Radhus,Äganderätt,4 rum,109 m²,N/A,N/A,378 m²,1992,2 445 kr/år,N/A,N/A,"Radhus - Vretarna, Botkyrka kommun - Såld 21 november 2023",Stockholm,3 160 000 kr
N/A,4 495 000 kr,-675 000 kr (-15 %),Radhus,Äganderätt,5 rum,126 m²,N/A,N/A,205 m²,1973,44 464 kr/år,N/A,N/A,"Radhus - Kärrdal, Sollentuna kommun - Såld 21 november 2023",Stockholm,3 820 000 kr
N/A,4 250 000 kr,-50 000 kr (-1 %),Radhus,Äganderätt,6 rum,120 m²,N/A,N/A,190 m²,1964,39 042 kr/år,N/A,N/A,"Radhus - Rosersberg, Sigtuna kommun - Såld 21 november 2023",Stockholm,4 200 000 kr
N/A,4 895 000 kr,-95 000 kr (-2 %),Radhus,Äganderätt,5 rum,140 m²,11 m²,N/A,291 m²,1983,46 852 kr/år,N/A,N/A,"Radhus - Viksjö Hummelmora, Järfälla kommun - Såld 20 november 2023",Stockholm,4 800 000 kr
29 167 kr/m²,3 195 000 kr,-45 000 kr (-1 %),Parhus,Bostadsrätt,5 rum,108 m²,N/A,N/A,N/A,2015,24 000 kr/år,Ja,"1 av 1, hiss finns ej","Parhus - Rosenängarna, Upplands-Bro kommun - Såld 20 november 2023",Stockholm,3 150 000 kr
44 175 kr/m²,5 000 000 kr,-450 000 kr (-9 %),Radhus,Bostadsrätt,5 rum,103 m²,N/A,N/A,N/A,N/A,12 000 kr/år,Ja,"1 av 1, hiss finns ej","Radhus - Barkarby, Järfälla kommun - Såld 20 november 2023",Stockholm,4 550 000 kr
N/A,2 950 000 kr,-180 000 kr (-6 %),Radhus,Äganderätt,5 rum,119 m²,N/A,N/A,150 m²,1972,66 600 kr/år,N/A,N/A,"Radhus - Centrala Nynäshamn, Nynäshamns kommun - Såld 19 november 2023",Stockholm,2 770 000 kr
N/A,3 000 000 kr,-180 000 kr (-6 %),Kedjehus,Äganderätt,3 rum,76 m²,N/A,N/A,278 m²,1974,N/A,Ja,N/A,"Kedjehus - Botkyrka-slagsta, Botkyrka kommun - Såld 19 november 2023",Stockholm,2 820 000 kr
N/A,4 495 000 kr,-195 000 kr (-4 %),Radhus,Äganderätt,6 rum,129 m²,9 m²,N/A,202 m²,1980,37 471 kr/år,N/A,N/A,"Radhus - Hässelby Södra Villastad, Stockholms kommun - Såld 19 november 2023",Stockholm,4 300 000 kr
64 029 kr/m²,8 995 000 kr,-95 000 kr (-1 %),Radhus,Bostadsrätt,5 rum,139 m²,N/A,N/A,N/A,2013,22 851 kr/år,Ja,N/A,"Radhus - Mariehäll, Stockholms kommun - Såld 19 november 2023",Stockholm,8 900 000 kr
N/A,4 795 000 kr,-145 000 kr (-3 %),Par-/kedje-/radhus,Äganderätt,4 rum,125 m²,N/A,N/A,181 m²,1969,N/A,N/A,N/A,"Par-/kedje-/radhus - Ekerö, Ekerö kommun - Såld 18 november 2023",Stockholm,4 650 000 kr
N/A,4 995 000 kr,-145 000 kr (-3 %),Kedjehus,Äganderätt,4 rum,150 m²,43 m²,N/A,330 m²,1969,49 100 kr/år,N/A,N/A,"Kedjehus - Upplands Väsby, Upplands Väsby kommun - Såld 18 november 2023",Stockholm,4 850 000 kr
N/A,11 850 000 kr,-100 000 kr (-1 %),Kedjehus,Äganderätt,6 rum,181 m²,N/A,N/A,387 m²,1979,32 774 kr/år,N/A,N/A,"Kedjehus - Killinge, Lidingö kommun - Såld 17 november 2023",Stockholm,11 750 000 kr
31 706 kr/m²,4 295 000 kr,-300 000 kr (-7 %),Radhus,Bostadsrätt,5 rum,126 m²,N/A,N/A,N/A,2014,32 118 kr/år,Ja,N/A,"Radhus - Barkarbystaden, Järfälla kommun - Såld 17 november 2023",Stockholm,3 995 000 kr
68 201 kr/m²,8 200 000 kr,-200 000 kr (-2 %),Radhus,Bostadsrätt,4 rum,"117,3 m²",N/A,Ja,N/A,2005,33 120 kr/år,Ja,"1 av 2, hiss finns ej","Radhus - Silverdal, Sollentuna kommun - Såld 17 november 2023",Stockholm,8 000 000 kr
N/A,3 595 000 kr,-330 000 kr (-9 %),Radhus,Äganderätt,5 rum,126 m²,N/A,N/A,306 m²,1981,40 630 kr/år,N/A,N/A,"Radhus - Brunna - Kungsängen, Upplands-Bro kommun - Såld 17 november 2023",Stockholm,3 265 000 kr
N/A,5 485 000 kr,-85 000 kr (-2 %),Radhus,Tomträtt,4 rum,92 m²,46 m²,N/A,437 m²,1955,69 047 kr/år,N/A,N/A,"Radhus - Vällingby, Stockholms kommun - Såld 17 november 2023",Stockholm,5 400 000 kr
N/A,3 690 000 kr,-440 000 kr (-12 %),Radhus,Tomträtt,5 rum,125 m²,30 m²,N/A,233 m²,1970,47 009 kr/år,Ja,N/A,"Radhus - Rönninge, Salems kommun - Såld 17 november 2023",Stockholm,3 250 000 kr
N/A,3 850 000 kr,-50 000 kr (-1 %),Radhus,Äganderätt,5 rum,120 m²,N/A,N/A,120 m²,1977,35 700 kr/år,N/A,N/A,"Radhus - Tullinge, Botkyrka kommun - Såld 16 november 2023",Stockholm,3 800 000 kr
N/A,3 995 000 kr,-395 000 kr (-10 %),Par-/kedje-/radhus,Äganderätt,4 rum,119 m²,N/A,N/A,209 m²,1971,38 500 kr/år,N/A,N/A,"Par-/kedje-/radhus - Bårsta, Södertälje kommun - Såld 16 november 2023",Stockholm,3 600 000 kr
N/A,8 995 000 kr,-295 000 kr (-3 %),Radhus,Äganderätt,6 rum,156 m²,38 m²,N/A,190 m²,1967,48 121 kr/år,N/A,N/A,"Radhus - Rudboda, Lidingö kommun - Såld 16 november 2023",Stockholm,8 700 000 kr
N/A,8 750 000 kr,-100 000 kr (-1 %),Kedjehus,Äganderätt,9 rum,157 m²,1 m²,N/A,570 m²,1994,37 862 kr/år,N/A,N/A,"Kedjehus - Ella Gård, Täby kommun - Såld 16 november 2023",Stockholm,8 650 000 kr
N/A,5 875 000 kr,-225 000 kr (-4 %),Kedjehus,Äganderätt,5 rum,122 m²,10 m²,N/A,469 m²,1957,95 242 kr/år,N/A,N/A,"Kedjehus - Ella Gård, Täby kommun - Såld 16 november 2023",Stockholm,5 650 000 kr
N/A,3 995 000 kr,-195 000 kr (-5 %),Radhus,Äganderätt,5 rum,115 m²,N/A,Ja,144 m²,2015,38 274 kr/år,Ja,N/A,"Radhus - Brunna, Upplands-Bro kommun - Såld 16 november 2023",Stockholm,3 800 000 kr
N/A,4 775 000 kr,-300 000 kr (-6 %),Radhus,Äganderätt,5 rum,149 m²,26 m²,Ja,157 m²,1975,39 800 kr/år,Ja,N/A,"Radhus - Sörskogen - Huddinge, Huddinge kommun - Såld 16 november 2023",Stockholm,4 475 000 kr
40 765 kr/m²,4 175 000 kr,-180 000 kr (-4 %),Radhus,Bostadsrätt,4 rum,98 m²,N/A,Ja,N/A,1961,14 904 kr/år,Ja,"1, hiss finns ej","Radhus - Nälsta, Stockholms kommun - Såld 16 november 2023",Stockholm,3 995 000 kr
N/A,9 995 000 kr,-595 000 kr (-6 %),Radhus,Äganderätt,4 rum,134 m²,N/A,N/A,263 m²,1978,60 880 kr/år,N/A,N/A,"Radhus - Saltsjöqvarn, Nacka kommun - Såld 16 november 2023",Stockholm,9 400 000 kr
N/A,3 895 000 kr,-145 000 kr (-4 %),Radhus,Äganderätt,5 rum,129 m²,N/A,N/A,366 m²,1969,38 358 kr/år,N/A,N/A,"Radhus - Viksjö Hummelmora, Järfälla kommun - Såld 16 november 2023",Stockholm,3 750 000 kr
N/A,4 350 000 kr,-50 000 kr (-1 %),Radhus,Äganderätt,5 rum,141 m²,22 m²,N/A,275 m²,1982,19 750 kr/år,Ja,N/A,"Radhus - Viksjö, Järfälla kommun - Såld 15 november 2023",Stockholm,4 300 000 kr
23 512 kr/m²,3 995 000 kr,-45 000 kr (-1 %),Radhus,Bostadsrätt,6 rum,168 m²,N/A,N/A,N/A,N/A,33 600 kr/år,Ja,"1 av 1, hiss finns ej","Radhus - Centralt, Österåkers kommun - Såld 15 november 2023",Stockholm,3 950 000 kr
29 839 kr/m²,4 350 000 kr,-650 000 kr (-15 %),Radhus,Bostadsrätt,5 rum,124 m²,N/A,N/A,N/A,N/A,25 728 kr/år,Ja,N/A,"Radhus - Eds Ängar, Upplands Väsby kommun - Såld 15 november 2023",Stockholm,3 700 000 kr
N/A,3 950 000 kr,-300 000 kr (-8 %),Radhus,Tomträtt,4 rum,88 m²,13 m²,N/A,224 m²,1958,55 122 kr/år,Ja,N/A,"Radhus - Hässelby gård, Stockholms kommun - Såld 15 november 2023",Stockholm,3 650 000 kr
N/A,3 295 000 kr,-75 000 kr (-2 %),Radhus,Äganderätt,5 rum,120 m²,N/A,N/A,311 m²,1991,41 636 kr/år,N/A,N/A,"Radhus - Tumba, Botkyrka kommun - Såld 14 november 2023",Stockholm,3 220 000 kr
23 936 kr/m²,2 995 000 kr,-295 000 kr (-10 %),Parhus,Bostadsrätt,6 rum,"112,8 m²",N/A,N/A,N/A,2017,26 760 kr/år,Ja,N/A,"Parhus - Grödinge, Haninge kommun - Såld 14 november 2023",Stockholm,2 700 000 kr
41 327 kr/m²,4 200 000 kr,-150 000 kr (-4 %),Radhus,Bostadsrätt,4 rum,98 m²,N/A,Ja,N/A,1957,9 000 kr/år,Ja,N/A,"Radhus - Tureberg, Sollentuna kommun - Såld 14 november 2023",Stockholm,4 050 000 kr
N/A,3 595 000 kr,-95 000 kr (-3 %),Radhus,Äganderätt,5 rum,115 m²,N/A,N/A,210 m²,1970,33 220 kr/år,Ja,N/A,"Radhus - Hässelby Norra Villastad, Stockholms kommun - Såld 13 november 2023",Stockholm,3 500 000 kr
N/A,3 995 000 kr,-295 000 kr (-7 %),Kedjehus,Äganderätt,4 rum,108 m²,N/A,N/A,270 m²,1972,46 268 kr/år,N/A,N/A,"Kedjehus - Östertälje, Södertälje kommun - Såld 13 november 2023",Stockholm,3 700 000 kr
29 060 kr/m²,3 495 000 kr,-95 000 kr (-3 %),Radhus,Bostadsrätt,5 rum,117 m²,N/A,Ja,N/A,2017,20 520 kr/år,Ja,N/A,"Radhus - Fresta, Upplands Väsby kommun - Såld 12 november 2023",Stockholm,3 400 000 kr
28 629 kr/m²,3 595 000 kr,-45 000 kr (-1 %),Radhus,Bostadsrätt,5 rum,124 m²,N/A,N/A,N/A,N/A,10 800 kr/år,Ja,N/A,"Radhus - Stockholm – Bandhagen, Stockholms kommun - Såld 12 november 2023",Stockholm,3 550 000 kr
N/A,5 495 000 kr,-120 000 kr (-2 %),Radhus,Äganderätt,6 rum,121 m²,26 m²,N/A,246 m²,2002,42 500 kr/år,Ja,N/A,"Radhus - Tyresö Strand, Tyresö kommun - Såld 12 november 2023",Stockholm,5 375 000 kr
43 333 kr/m²,5 595 000 kr,-395 000 kr (-7 %),Radhus,Bostadsrätt,6 rum,120 m²,N/A,Ja,N/A,2014,30 564 kr/år,Ja,N/A,"Radhus - Hörningsnäs, Huddinge kommun - Såld 12 november 2023",Stockholm,5 200 000 kr
45 673 kr/m²,4 875 000 kr,-125 000 kr (-3 %),Radhus,Bostadsrätt,5 rum,104 m²,N/A,N/A,N/A,1961,9 000 kr/år,Ja,N/A,"Radhus - Mörtnäs, Värmdö kommun - Såld 11 november 2023",Stockholm,4 750 000 kr
N/A,4 395 000 kr,-305 000 kr (-7 %),Radhus,Äganderätt,6 rum,149 m²,N/A,N/A,212 m²,1976,45 150 kr/år,N/A,N/A,"Radhus - Viksjö, Järfälla kommun - Såld 11 november 2023",Stockholm,4 090 000 kr
N/A,4 100 000 kr,-100 000 kr (-2 %),Radhus,Äganderätt,4 rum,105 m²,14 m²,N/A,293 m²,1989,48 600 kr/år,N/A,N/A,"Radhus - Sollentuna Rotebro, Sollentuna kommun - Såld 11 november 2023",Stockholm,4 000 000 kr
21 127 kr/m²,3 395 000 kr,-395 000 kr (-12 %),Radhus,Bostadsrätt,5 rum,142 m²,N/A,N/A,N/A,2009,15 123 kr/år,N/A,N/A,"Radhus - Hagaberg, Södertälje kommun - Såld 10 november 2023",Stockholm,3 000 000 kr
N/A,5 000 000 kr,-100 000 kr (-2 %),Kedjehus,Äganderätt,5 rum,124 m²,N/A,N/A,255 m²,2015,37 800 kr/år,Ja,N/A,"Kedjehus - Tullinge, Botkyrka kommun - Såld 10 november 2023",Stockholm,4 900 000 kr
N/A,8 995 000 kr,-895 000 kr (-10 %),Kedjehus,Äganderätt,5 rum,111 m²,8 m²,N/A,676 m²,1958,46 400 kr/år,N/A,N/A,"Kedjehus - Näsby Park - Norskogen, Täby kommun - Såld 10 november 2023",Stockholm,8 100 000 kr
N/A,3 975 000 kr,-75 000 kr (-2 %),Radhus,Äganderätt,4 rum,80 m²,N/A,N/A,116 m²,1956,38 760 kr/år,N/A,N/A,"Radhus - Spånga Solhem, Stockholms kommun - Såld 10 november 2023",Stockholm,3 900 000 kr
N/A,11 500 000 kr,-600 000 kr (-5 %),Radhus,Äganderätt,5 rum,130 m²,18 m²,Ja,362 m²,1964,45 730 kr/år,Ja,N/A,"Radhus - Bo- Gärde, Lidingö kommun - Såld 10 november 2023",Stockholm,10 900 000 kr
N/A,4 695 000 kr,-245 000 kr (-5 %),Kedjehus,Äganderätt,5 rum,123 m²,N/A,N/A,372 m²,1981,36 892 kr/år,N/A,N/A,"Kedjehus - Viksjö Hummelmora, Järfälla kommun - Såld 09 november 2023",Stockholm,4 450 000 kr
33 999 kr/m²,4 695 000 kr,-95 000 kr (-2 %),Radhus,Bostadsrätt,5 rum,"135,3 m²",N/A,Ja,N/A,2022,24 600 kr/år,Ja,N/A,"Radhus - Skälby, Järfälla kommun - Såld 09 november 2023",Stockholm,4 600 000 kr
N/A,5 200 000 kr,-400 000 kr (-8 %),Radhus,Äganderätt,4 rum,119 m²,14 m²,N/A,141 m²,1979,53 300 kr/år,Ja,N/A,"Radhus - Norrviken, Sollentuna kommun - Såld 09 november 2023",Stockholm,4 800 000 kr
28 846 kr/m²,3 995 000 kr,-245 000 kr (-6 %),Par-/kedje-/radhus,Bostadsrätt,5 rum,130 m²,N/A,N/A,N/A,2015,15 396 kr/år,Ja,N/A,"Par-/kedje-/radhus - Salem Söderby, Salems kommun - Såld 09 november 2023",Stockholm,3 750 000 kr
35 000 kr/m²,5 775 000 kr,-175 000 kr (-3 %),Radhus,Bostadsrätt,6 rum,160 m²,N/A,N/A,N/A,N/A,19 320 kr/år,N/A,N/A,"Radhus - Farmarstigen, Tyresö kommun - Såld 09 november 2023",Stockholm,5 600 000 kr
N/A,3 995 000 kr,-45 000 kr (-1 %),Radhus,Tomträtt,4 rum,89 m²,N/A,N/A,107 m²,1975,54 780 kr/år,N/A,N/A,"Radhus - Älta centrum, Nacka kommun - Såld 09 november 2023",Stockholm,3 950 000 kr
18 394 kr/m²,1 795 000 kr,-20 000 kr (-1 %),Radhus,Bostadsrätt,4 rum,"96,5 m²",N/A,Ja,N/A,1974,N/A,Ja,N/A,"Radhus - Tveta, Södertälje kommun - Såld 08 november 2023",Stockholm,1 775 000 kr
24 044 kr/m²,2 295 000 kr,-95 000 kr (-4 %),Radhus,Bostadsrätt,3 rum,"91,5 m²",N/A,N/A,N/A,1985,7 200 kr/år,Ja,N/A,"Radhus - Skäcklinge, Botkyrka kommun - Såld 08 november 2023",Stockholm,2 200 000 kr
N/A,6 875 000 kr,-1 580 000 kr (-23 %),Radhus,Äganderätt,4 rum,130 m²,"3,5 m²",N/A,"186,5 m²",2022,N/A,N/A,N/A,"Radhus - Sigtuna Stadsängar, Sigtuna kommun - Såld 08 november 2023",Stockholm,5 295 000 kr
N/A,6 650 000 kr,-1 355 000 kr (-20 %),Radhus,Äganderätt,4 rum,130 m²,"3,5 m²",N/A,186 m²,2022,N/A,N/A,N/A,"Radhus - Sigtuna Stadsängar, Sigtuna kommun - Såld 08 november 2023",Stockholm,5 295 000 kr
29 583 kr/m²,3 295 000 kr,-100 000 kr (-3 %),Parhus,Bostadsrätt,5 rum,108 m²,N/A,N/A,N/A,2015,21 756 kr/år,N/A,N/A,"Parhus - Bro - Rosenängen, Upplands-Bro kommun - Såld 08 november 2023",Stockholm,3 195 000 kr
