price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
N/A,5 495 000 kr,-145 000 kr (-3 %),Kedjehus,Äganderätt,5 rum,123 m²,23 m²,N/A,402 m²,1969,45 300 kr/år,N/A,N/A,"Kedjehus - Brunn, Värmdö kommun - Såld 20 oktober 2022",Stockholm,5 350 000 kr
N/A,5 750 000 kr,-450 000 kr (-8 %),Kedjehus,Äganderätt,5 rum,136 m²,12 m²,N/A,305 m²,1984,50 568 kr/år,N/A,N/A,"Kedjehus - Sollentuna Rotebro, Sollentuna kommun - Såld 20 oktober 2022",Stockholm,5 300 000 kr
N/A,4 750 000 kr,-550 000 kr (-12 %),Radhus,Äganderätt,6 rum,139 m²,N/A,N/A,319 m²,1976,45 400 kr/år,Ja,N/A,"Radhus - Vallentuna, Vallentuna kommun - Såld 20 oktober 2022",Stockholm,4 200 000 kr
N/A,4 795 000 kr,-175 000 kr (-4 %),Radhus,Äganderätt,5 rum,120 m²,60 m²,N/A,159 m²,1973,40 100 kr/år,N/A,N/A,"Radhus - Nälsta, Stockholms kommun - Såld 20 oktober 2022",Stockholm,4 620 000 kr
N/A,5 195 000 kr,-285 000 kr (-5 %),Kedjehus,Äganderätt,4 rum,121 m²,25 m²,N/A,395 m²,1961,46 725 kr/år,N/A,N/A,"Kedjehus - Vendelsömalm, Haninge kommun - Såld 20 oktober 2022",Stockholm,4 910 000 kr
N/A,5 795 000 kr,-295 000 kr (-5 %),Radhus,Äganderätt,4 rum,81 m²,36 m²,N/A,140 m²,1983,N/A,N/A,N/A,"Radhus - Hägersten / Fruängen, Stockholms kommun - Såld 20 oktober 2022",Stockholm,5 500 000 kr
N/A,9 250 000 kr,-150 000 kr (-2 %),Kedjehus,Äganderätt,4 rum,113 m²,N/A,N/A,286 m²,1975,58 916 kr/år,N/A,N/A,"Kedjehus - Rudboda, Lidingö kommun - Såld 20 oktober 2022",Stockholm,9 100 000 kr
45 455 kr/m²,4 495 000 kr,-495 000 kr (-11 %),Radhus,Bostadsrätt,4 rum,88 m²,N/A,N/A,N/A,1992,3 000 kr/år,Ja,N/A,"Radhus - Holmviksskogen, Värmdö kommun - Såld 20 oktober 2022",Stockholm,4 000 000 kr
N/A,5 975 000 kr,-75 000 kr (-1 %),Radhus,Äganderätt,4 rum,115 m²,N/A,N/A,251 m²,1977,29 600 kr/år,N/A,N/A,"Radhus - Björknäs, Nacka kommun - Såld 20 oktober 2022",Stockholm,5 900 000 kr
29 545 kr/m²,3 995 000 kr,-95 000 kr (-2 %),Parhus,Bostadsrätt,6 rum,132 m²,N/A,N/A,N/A,2017,24 000 kr/år,Ja,N/A,"Parhus - Bro, Upplands-Bro kommun - Såld 19 oktober 2022",Stockholm,3 900 000 kr
N/A,4 495 000 kr,-495 000 kr (-11 %),Parhus,Äganderätt,5 rum,148 m²,N/A,N/A,347 m²,1991,46 423 kr/år,Ja,N/A,"Parhus - Tumba, Botkyrka kommun - Såld 19 oktober 2022",Stockholm,4 000 000 kr
N/A,5 445 000 kr,-245 000 kr (-4 %),Radhus,Äganderätt,6 rum,130 m²,N/A,N/A,220 m²,1987,49 280 kr/år,Ja,N/A,"Radhus - Haghulta, Värmdö kommun - Såld 19 oktober 2022",Stockholm,5 200 000 kr
N/A,4 900 000 kr,-550 000 kr (-11 %),Radhus,Äganderätt,5 rum,116 m²,18 m²,Ja,175 m²,1981,40 116 kr/år,Ja,N/A,"Radhus - Drevviksstrand, Huddinge kommun - Såld 19 oktober 2022",Stockholm,4 350 000 kr
40 619 kr/m²,4 290 000 kr,-90 000 kr (-2 %),Radhus,Bostadsrätt,4 rum,"103,4 m²",N/A,Ja,N/A,1986,19 680 kr/år,Ja,N/A,"Radhus - Myrängen, Huddinge kommun - Såld 19 oktober 2022",Stockholm,4 200 000 kr
N/A,9 950 000 kr,-260 000 kr (-3 %),Radhus,Äganderätt,5 rum,142 m²,4 m²,N/A,184 m²,2021,44 007 kr/år,N/A,N/A,"Radhus - Järvastaden, Solna kommun - Såld 19 oktober 2022",Stockholm,9 690 000 kr
N/A,7 995 000 kr,-595 000 kr (-7 %),Radhus,Äganderätt,4 rum,119 m²,7 m²,N/A,159 m²,2014,30 700 kr/år,N/A,N/A,"Radhus - Järvastaden, Solna kommun - Såld 19 oktober 2022",Stockholm,7 400 000 kr
29 455 kr/m²,3 195 000 kr,-220 000 kr (-7 %),Radhus,Bostadsrätt,4 rum,101 m²,N/A,Ja,N/A,1982,N/A,N/A,N/A,"Radhus - Tullinge, Botkyrka kommun - Såld 19 oktober 2022",Stockholm,2 975 000 kr
N/A,4 475 000 kr,-275 000 kr (-6 %),Radhus,Tomträtt,6 rum,156 m²,21 m²,N/A,384 m²,1969,59 214 kr/år,N/A,N/A,"Radhus - Salem, Salems kommun - Såld 19 oktober 2022",Stockholm,4 200 000 kr
52 778 kr/m²,3 850 000 kr,-50 000 kr (-1 %),Radhus,Bostadsrätt,3 rum,72 m²,35 m²,N/A,N/A,1986,28 955 kr/år,Ja,N/A,"Radhus - Ekerö Brittgården, Ekerö kommun - Såld 19 oktober 2022",Stockholm,3 800 000 kr
43 929 kr/m²,6 750 000 kr,-600 000 kr (-9 %),Radhus,Bostadsrätt,7 rum,140 m²,N/A,N/A,N/A,1954,4 200 kr/år,Ja,N/A,"Radhus - Vällingbyhöjden, Stockholms kommun - Såld 19 oktober 2022",Stockholm,6 150 000 kr
N/A,7 995 000 kr,-95 000 kr (-1 %),Parhus,Äganderätt,5 rum,138 m²,N/A,N/A,400 m²,2022,N/A,N/A,N/A,"Parhus - Trångsund, Huddinge kommun - Såld 19 oktober 2022",Stockholm,7 900 000 kr
N/A,3 995 000 kr,-245 000 kr (-6 %),Radhus,Tomträtt,5 rum,129 m²,N/A,Ja,173 m²,1975,51 470 kr/år,Ja,N/A,"Radhus - Salem, Salems kommun - Såld 18 oktober 2022",Stockholm,3 750 000 kr
39 316 kr/m²,4 995 000 kr,-395 000 kr (-8 %),Radhus,Bostadsrätt,5 rum,117 m²,N/A,N/A,N/A,2020,18 000 kr/år,Ja,N/A,"Radhus - Bergfoten/Hanviken, Tyresö kommun - Såld 18 oktober 2022",Stockholm,4 600 000 kr
39 310 kr/m²,5 950 000 kr,-250 000 kr (-4 %),Radhus,Bostadsrätt,6 rum,145 m²,N/A,N/A,N/A,2022,20 400 kr/år,N/A,N/A,"Radhus - Tullinge Strand, Botkyrka kommun - Såld 18 oktober 2022",Stockholm,5 700 000 kr
N/A,2 700 000 kr,-200 000 kr (-7 %),Radhus,Äganderätt,2 rum,69 m²,N/A,N/A,151 m²,1978,40 568 kr/år,Ja,N/A,"Radhus - Kragstalund, Vallentuna kommun - Såld 18 oktober 2022",Stockholm,2 500 000 kr
61 047 kr/m²,6 450 000 kr,-1 200 000 kr (-19 %),Radhus,Bostadsrätt,3 rum,86 m²,N/A,N/A,N/A,1951,8 400 kr/år,Ja,N/A,"Radhus - Farsta - Hökarängen, Stockholms kommun - Såld 18 oktober 2022",Stockholm,5 250 000 kr
N/A,3 995 000 kr,-195 000 kr (-5 %),Radhus,Äganderätt,4 rum,100 m²,N/A,N/A,135 m²,1973,39 132 kr/år,N/A,N/A,"Radhus - Bollstanäs, Upplands Väsby kommun - Såld 18 oktober 2022",Stockholm,3 800 000 kr
N/A,4 895 000 kr,-45 000 kr (-1 %),Parhus,Äganderätt,5 rum,109 m²,10 m²,N/A,287 m²,1988,44 400 kr/år,N/A,N/A,"Parhus - Söderby Kvarntorp, Haninge kommun - Såld 18 oktober 2022",Stockholm,4 850 000 kr
30 556 kr/m²,3 495 000 kr,-195 000 kr (-6 %),Parhus,Bostadsrätt,4 rum,108 m²,N/A,N/A,N/A,2000,N/A,Ja,N/A,"Parhus - Vårby gård, Huddinge kommun - Såld 18 oktober 2022",Stockholm,3 300 000 kr
42 511 kr/m²,5 650 000 kr,-655 000 kr (-12 %),Parhus,Bostadsrätt,4 rum,"117,5 m²",N/A,Ja,N/A,1990,8 400 kr/år,Ja,"1 av 1, hiss finns ej","Parhus - Vaxholm, Vaxholms kommun - Såld 18 oktober 2022",Stockholm,4 995 000 kr
N/A,5 500 000 kr,-650 000 kr (-12 %),Radhus,Äganderätt,6 rum,130 m²,35 m²,N/A,307 m²,1977,51 523 kr/år,N/A,N/A,"Radhus - Täby Kyrkby, Täby kommun - Såld 17 oktober 2022",Stockholm,4 850 000 kr
30 769 kr/m²,3 975 000 kr,-375 000 kr (-9 %),Radhus,Bostadsrätt,5 rum,117 m²,N/A,Ja,N/A,2020,19 940 kr/år,Ja,N/A,"Radhus - Tungelsta, Haninge kommun - Såld 17 oktober 2022",Stockholm,3 600 000 kr
N/A,4 495 000 kr,-295 000 kr (-7 %),Par-/kedje-/radhus,Äganderätt,5 rum,128 m²,12 m²,N/A,460 m²,1975,57 191 kr/år,N/A,N/A,"Par-/kedje-/radhus - Vaxmora, Sollentuna kommun - Såld 17 oktober 2022",Stockholm,4 200 000 kr
N/A,3 995 000 kr,-185 000 kr (-5 %),Parhus,Äganderätt,5 rum,126 m²,N/A,N/A,420 m²,1964,48 461 kr/år,N/A,N/A,"Parhus - Österskär, Österåkers kommun - Såld 17 oktober 2022",Stockholm,3 810 000 kr
38 071 kr/m²,3 895 000 kr,-145 000 kr (-4 %),Radhus,Bostadsrätt,4 rum,"98,5 m²",N/A,Ja,N/A,1981,11 400 kr/år,Ja,N/A,"Radhus - Norrviken, Sollentuna kommun - Såld 17 oktober 2022",Stockholm,3 750 000 kr
33 645 kr/m²,3 750 000 kr,-150 000 kr (-4 %),Radhus,Bostadsrätt,4 rum,107 m²,N/A,N/A,N/A,1992,25 992 kr/år,N/A,N/A,"Radhus - Brunna, Ekerö kommun - Såld 17 oktober 2022",Stockholm,3 600 000 kr
47 000 kr/m²,4 795 000 kr,-95 000 kr (-2 %),Radhus,Bostadsrätt,4 rum,100 m²,"3,2 m²",N/A,N/A,2022,29 400 kr/år,Ja,N/A,"Radhus - Haninge Vega, Haninge kommun - Såld 17 oktober 2022",Stockholm,4 700 000 kr
38 636 kr/m²,3 495 000 kr,-95 000 kr (-3 %),Radhus,Bostadsrätt,4 rum,88 m²,52 m²,N/A,N/A,1958,10 548 kr/år,Ja,N/A,"Radhus - Runby, Upplands Väsby kommun - Såld 17 oktober 2022",Stockholm,3 400 000 kr
N/A,3 695 000 kr,-145 000 kr (-4 %),Radhus,Äganderätt,4 rum,108 m²,N/A,N/A,99 m²,1986,49 270 kr/år,N/A,N/A,"Radhus - Runö, Österåkers kommun - Såld 16 oktober 2022",Stockholm,3 550 000 kr
57 895 kr/m²,6 700 000 kr,-100 000 kr (-1 %),Parhus,Bostadsrätt,5 rum,114 m²,N/A,Ja,N/A,2018,15 600 kr/år,Ja,N/A,"Parhus - Sundbyberg/Ursvik, Sundbybergs kommun - Såld 16 oktober 2022",Stockholm,6 600 000 kr
N/A,8 495 000 kr,-95 000 kr (-1 %),Kedjehus,Äganderätt,7 rum,146 m²,7 m²,N/A,570 m²,1994,20 876 kr/år,N/A,N/A,"Kedjehus - Ellagård, Täby kommun - Såld 15 oktober 2022",Stockholm,8 400 000 kr
58 333 kr/m²,7 495 000 kr,-495 000 kr (-7 %),Radhus,Bostadsrätt,4 rum,120 m²,N/A,N/A,N/A,N/A,17 100 kr/år,N/A,N/A,"Radhus - Gamla Enskede, Stockholms kommun - Såld 15 oktober 2022",Stockholm,7 000 000 kr
N/A,4 795 000 kr,-245 000 kr (-5 %),Radhus,Äganderätt,5 rum,132 m²,N/A,N/A,157 m²,2013,24 617 kr/år,N/A,N/A,"Radhus - Glasberga, Södertälje kommun - Såld 14 oktober 2022",Stockholm,4 550 000 kr
N/A,7 450 000 kr,-450 000 kr (-6 %),Radhus,Äganderätt,7 rum,152 m²,N/A,N/A,239 m²,2018,46 100 kr/år,Ja,N/A,"Radhus - Gustavsberg Charlottendal, Värmdö kommun - Såld 14 oktober 2022",Stockholm,7 000 000 kr
36 364 kr/m²,5 295 000 kr,-95 000 kr (-2 %),Radhus,Bostadsrätt,5 rum,143 m²,N/A,N/A,N/A,2013,17 000 kr/år,Ja,N/A,"Radhus - Kyrkviken, Haninge kommun - Såld 14 oktober 2022",Stockholm,5 200 000 kr
N/A,6 475 000 kr,-250 000 kr (-4 %),Kedjehus,Äganderätt,7 rum,120 m²,130 m²,N/A,280 m²,1974,82 700 kr/år,N/A,N/A,"Kedjehus - Vällingby - Kälvesta, Stockholms kommun - Såld 14 oktober 2022",Stockholm,6 225 000 kr
24 167 kr/m²,3 195 000 kr,-295 000 kr (-9 %),Radhus,Bostadsrätt,5 rum,120 m²,N/A,N/A,N/A,1969,23 000 kr/år,Ja,N/A,"Radhus - Salem, Salems kommun - Såld 14 oktober 2022",Stockholm,2 900 000 kr
N/A,4 395 000 kr,-70 000 kr (-2 %),Radhus,Äganderätt,4 rum,106 m²,17 m²,Ja,241 m²,1987,41 413 kr/år,Ja,N/A,"Radhus - Spånga - Bromsten, Stockholms kommun - Såld 13 oktober 2022",Stockholm,4 325 000 kr
N/A,3 995 000 kr,-95 000 kr (-2 %),Kedjehus,Äganderätt,5 rum,144 m²,N/A,N/A,374 m²,1974,36 024 kr/år,Ja,N/A,"Kedjehus - Margretelund, Österåkers kommun - Såld 13 oktober 2022",Stockholm,3 900 000 kr
N/A,6 395 000 kr,-445 000 kr (-7 %),Kedjehus,Äganderätt,6 rum,141 m²,22 m²,N/A,619 m²,1973,45 471 kr/år,N/A,N/A,"Kedjehus - Viksjö, Järfälla kommun - Såld 13 oktober 2022",Stockholm,5 950 000 kr
35 985 kr/m²,2 475 000 kr,-100 000 kr (-4 %),Radhus,Bostadsrätt,3 rum,66 m²,N/A,N/A,N/A,1984,20 880 kr/år,Ja,N/A,"Radhus - Munsö Kvarnbyn, Ekerö kommun - Såld 13 oktober 2022",Stockholm,2 375 000 kr
47 521 kr/m²,6 495 000 kr,-745 000 kr (-11 %),Parhus,Bostadsrätt,4 rum,121 m²,N/A,Ja,N/A,1997,27 800 kr/år,Ja,N/A,"Parhus - Hässelby, Stockholms kommun - Såld 13 oktober 2022",Stockholm,5 750 000 kr
25 701 kr/m²,2 895 000 kr,-145 000 kr (-5 %),Radhus,Bostadsrätt,4 rum,107 m²,N/A,Ja,N/A,2017,20 124 kr/år,Ja,N/A,"Radhus - Rimbo - Västertorp, Norrtälje kommun - Såld 13 oktober 2022",Stockholm,2 750 000 kr
N/A,3 475 000 kr,-175 000 kr (-5 %),Radhus,Äganderätt,6 rum,107 m²,N/A,N/A,208 m²,1985,22 864 kr/år,N/A,N/A,"Radhus - Hässelby - Norra Villastad, Stockholms kommun - Såld 13 oktober 2022",Stockholm,3 300 000 kr
N/A,6 795 000 kr,-395 000 kr (-6 %),Kedjehus,Äganderätt,6 rum,130 m²,N/A,N/A,380 m²,1982,N/A,N/A,N/A,"Kedjehus - Gribbylund, Täby kommun - Såld 13 oktober 2022",Stockholm,6 400 000 kr
N/A,4 395 000 kr,-295 000 kr (-7 %),Kedjehus,Äganderätt,5 rum,120 m²,N/A,N/A,220 m²,1975,53 912 kr/år,N/A,N/A,"Kedjehus - Söra, Österåkers kommun - Såld 13 oktober 2022",Stockholm,4 100 000 kr
40 506 kr/m²,4 895 000 kr,-95 000 kr (-2 %),Radhus,Bostadsrätt,5 rum,"118,5 m²",N/A,N/A,N/A,1992,17 592 kr/år,Ja,N/A,"Radhus - Viby, Sollentuna kommun - Såld 13 oktober 2022",Stockholm,4 800 000 kr
N/A,4 995 000 kr,-500 000 kr (-10 %),Kedjehus,Äganderätt,6 rum,138 m²,30 m²,N/A,652 m²,1969,38 857 kr/år,N/A,N/A,"Kedjehus - Haninge Jägartorp, Haninge kommun - Såld 13 oktober 2022",Stockholm,4 495 000 kr
N/A,3 995 000 kr,-145 000 kr (-4 %),Kedjehus,Äganderätt,5 rum,127 m²,N/A,N/A,249 m²,1981,60 235 kr/år,Ja,N/A,"Kedjehus - Tumba, Botkyrka kommun - Såld 12 oktober 2022",Stockholm,3 850 000 kr
N/A,9 250 000 kr,-1 050 000 kr (-11 %),Radhus,Äganderätt,5 rum,136 m²,37 m²,N/A,340 m²,1971,40 322 kr/år,N/A,N/A,"Radhus - Rudboda, Lidingö kommun - Såld 12 oktober 2022",Stockholm,8 200 000 kr
N/A,4 995 000 kr,-245 000 kr (-5 %),Kedjehus,Äganderätt,7 rum,141 m²,N/A,N/A,381 m²,1962,49 600 kr/år,N/A,N/A,"Kedjehus - Vendelsö, Haninge kommun - Såld 12 oktober 2022",Stockholm,4 750 000 kr
N/A,5 275 000 kr,-75 000 kr (-1 %),Radhus,Äganderätt,5 rum,116 m²,50 m²,N/A,205 m²,1975,51 022 kr/år,N/A,N/A,"Radhus - Ekerö Knalleborg, Ekerö kommun - Såld 12 oktober 2022",Stockholm,5 200 000 kr
N/A,6 495 000 kr,-75 000 kr (-1 %),Radhus,Äganderätt,8 rum,156 m²,48 m²,N/A,227 m²,1981,66 372 kr/år,N/A,N/A,"Radhus - Skarpäng, Täby kommun - Såld 12 oktober 2022",Stockholm,6 420 000 kr
N/A,3 895 000 kr,-50 000 kr (-1 %),Radhus,Äganderätt,4 rum,90 m²,22 m²,N/A,113 m²,1978,28 000 kr/år,N/A,N/A,"Radhus - Hässelby Norra Villastad, Stockholms kommun - Såld 11 oktober 2022",Stockholm,3 845 000 kr
N/A,5 495 000 kr,-295 000 kr (-5 %),Radhus,Äganderätt,5 rum,136 m²,28 m²,N/A,343 m²,1968,45 600 kr/år,Ja,N/A,"Radhus - Vällingby - Kälvesta, Stockholms kommun - Såld 11 oktober 2022",Stockholm,5 200 000 kr
N/A,4 345 000 kr,-70 000 kr (-2 %),Radhus,Äganderätt,5 rum,134 m²,N/A,N/A,179 m²,1970,31 400 kr/år,Ja,N/A,"Radhus - Järfälla, Järfälla kommun - Såld 11 oktober 2022",Stockholm,4 275 000 kr
N/A,5 850 000 kr,-175 000 kr (-3 %),Kedjehus,Äganderätt,7 rum,199 m²,53 m²,N/A,424 m²,1974,59 760 kr/år,N/A,N/A,"Kedjehus - Kälvesta, Stockholms kommun - Såld 11 oktober 2022",Stockholm,5 675 000 kr
N/A,4 975 000 kr,-125 000 kr (-3 %),Parhus,Tomträtt,6 rum,106 m²,21 m²,N/A,290 m²,1966,N/A,N/A,N/A,"Parhus - Sätra, Stockholms kommun - Såld 11 oktober 2022",Stockholm,4 850 000 kr
N/A,4 950 000 kr,-50 000 kr (-1 %),Radhus,Tomträtt,4 rum,81 m²,N/A,N/A,94 m²,1958,41 606 kr/år,N/A,N/A,"Radhus - Bandhagen / Högdalen, Stockholms kommun - Såld 11 oktober 2022",Stockholm,4 900 000 kr
N/A,3 995 000 kr,-495 000 kr (-12 %),Radhus,Äganderätt,5 rum,131 m²,28 m²,N/A,219 m²,1973,51 000 kr/år,Ja,N/A,"Radhus - Botkyrka-alby, Botkyrka kommun - Såld 10 oktober 2022",Stockholm,3 500 000 kr
42 896 kr/m²,4 100 000 kr,-175 000 kr (-4 %),Radhus,Bostadsrätt,3 rum,"91,5 m²",N/A,N/A,N/A,1985,12 360 kr/år,Ja,N/A,"Radhus - Ekerö Ekudden, Ekerö kommun - Såld 10 oktober 2022",Stockholm,3 925 000 kr
43 760 kr/m²,5 695 000 kr,-400 000 kr (-7 %),Radhus,Bostadsrätt,5 rum,121 m²,N/A,N/A,N/A,N/A,38 268 kr/år,Ja,N/A,"Radhus - Ormbacka, Järfälla kommun - Såld 10 oktober 2022",Stockholm,5 295 000 kr
N/A,4 790 000 kr,-390 000 kr (-8 %),Kedjehus,Äganderätt,5 rum,101 m²,26 m²,N/A,290 m²,1964,46 632 kr/år,N/A,N/A,"Kedjehus - Västra Bällsta, Vallentuna kommun - Såld 10 oktober 2022",Stockholm,4 400 000 kr
N/A,7 495 000 kr,-45 000 kr (-1 %),Radhus,Äganderätt,7 rum,188 m²,5 m²,N/A,135 m²,2018,44 871 kr/år,N/A,N/A,"Radhus - Grönkulla Trädgårdsstad / Rissne, Sundbybergs kommun - Såld 09 oktober 2022",Stockholm,7 450 000 kr
43 119 kr/m²,4 995 000 kr,-295 000 kr (-6 %),Radhus,Bostadsrätt,4 rum,109 m²,N/A,N/A,N/A,1996,9 600 kr/år,Ja,N/A,"Radhus - Viby, Sollentuna kommun - Såld 09 oktober 2022",Stockholm,4 700 000 kr
N/A,6 995 000 kr,-175 000 kr (-3 %),Radhus,Äganderätt,6 rum,188 m²,N/A,N/A,140 m²,2018,42 144 kr/år,N/A,N/A,"Radhus - Sundbyberg - Rissne, Sundbybergs kommun - Såld 08 oktober 2022",Stockholm,6 820 000 kr
N/A,5 995 000 kr,-185 000 kr (-3 %),Parhus,Äganderätt,5 rum,126 m²,N/A,N/A,186 m²,1972,48 691 kr/år,N/A,N/A,"Parhus - Erikslund, Täby kommun - Såld 08 oktober 2022",Stockholm,5 810 000 kr
N/A,5 395 000 kr,-295 000 kr (-5 %),Par-/kedje-/radhus,Äganderätt,6 rum,102 m²,N/A,N/A,375 m²,1985,29 300 kr/år,Ja,N/A,"Par-/kedje-/radhus - Hässelby Villastad, Stockholms kommun - Såld 08 oktober 2022",Stockholm,5 100 000 kr
22 571 kr/m²,3 995 000 kr,-45 000 kr (-1 %),Radhus,Bostadsrätt,6 rum,175 m²,N/A,Ja,N/A,2017,33 400 kr/år,Ja,N/A,"Radhus - Vidbynäs, Nykvarns kommun - Såld 08 oktober 2022",Stockholm,3 950 000 kr
37 736 kr/m²,4 195 000 kr,-195 000 kr (-5 %),Par-/kedje-/radhus,Bostadsrätt,4 rum,106 m²,N/A,N/A,N/A,1996,46 008 kr/år,N/A,N/A,"Par-/kedje-/radhus - Bällstaberg, Vallentuna kommun - Såld 07 oktober 2022",Stockholm,4 000 000 kr
51 429 kr/m²,5 495 000 kr,-95 000 kr (-2 %),Radhus,Bostadsrätt,4 rum,105 m²,N/A,N/A,N/A,2015,29 592 kr/år,N/A,N/A,"Radhus - Ullna Strand, Täby kommun - Såld 07 oktober 2022",Stockholm,5 400 000 kr
N/A,9 900 000 kr,-1 300 000 kr (-13 %),Radhus,Äganderätt,5 rum,130 m²,27 m²,N/A,129 m²,1962,57 575 kr/år,N/A,N/A,"Radhus - Bromma Nockebyhov, Stockholms kommun - Såld 07 oktober 2022",Stockholm,8 600 000 kr
N/A,5 995 000 kr,-195 000 kr (-3 %),Parhus,Äganderätt,4 rum,122 m²,N/A,N/A,"401,4 m²",1995,37 720 kr/år,N/A,N/A,"Parhus - Fågelsången, Sollentuna kommun - Såld 07 oktober 2022",Stockholm,5 800 000 kr
31 505 kr/m²,3 195 000 kr,-265 000 kr (-8 %),Radhus,Bostadsrätt,3 rum,93 m²,N/A,N/A,N/A,1969,32 000 kr/år,Ja,N/A,"Radhus - Salem, Salems kommun - Såld 07 oktober 2022",Stockholm,2 930 000 kr
32 595 kr/m²,4 295 000 kr,-25 000 kr (-1 %),Parhus,Bostadsrätt,5 rum,131 m²,N/A,N/A,N/A,2018,23 880 kr/år,N/A,N/A,"Parhus - Stavsnäs, Värmdö kommun - Såld 07 oktober 2022",Stockholm,4 270 000 kr
36 500 kr/m²,3 895 000 kr,-245 000 kr (-6 %),Radhus,Bostadsrätt,4 rum,100 m²,N/A,N/A,N/A,2019,19 800 kr/år,Ja,N/A,"Radhus - Västerhaninge, Haninge kommun - Såld 07 oktober 2022",Stockholm,3 650 000 kr
N/A,3 995 000 kr,-345 000 kr (-9 %),Kedjehus,Äganderätt,6 rum,131 m²,31 m²,N/A,394 m²,1971,29 424 kr/år,N/A,N/A,"Kedjehus - Västerhaninge, Haninge kommun - Såld 07 oktober 2022",Stockholm,3 650 000 kr
25 316 kr/m²,2 425 000 kr,-20 000 kr (-1 %),Radhus,Bostadsrätt,4 rum,95 m²,N/A,N/A,N/A,1989,18 101 kr/år,Ja,N/A,"Radhus - Centrala Märsta, Sigtuna kommun - Såld 06 oktober 2022",Stockholm,2 405 000 kr
N/A,4 595 000 kr,-285 000 kr (-6 %),Kedjehus,Äganderätt,4 rum,118 m²,N/A,N/A,311 m²,1984,46 820 kr/år,Ja,N/A,"Kedjehus - Viksjö, Järfälla kommun - Såld 06 oktober 2022",Stockholm,4 310 000 kr
38 065 kr/m²,5 000 000 kr,-280 000 kr (-6 %),Radhus,Bostadsrätt,5 rum,124 m²,N/A,N/A,N/A,N/A,22 000 kr/år,Ja,N/A,"Radhus - Runby, Upplands Väsby kommun - Såld 06 oktober 2022",Stockholm,4 720 000 kr
27 519 kr/m²,3 750 000 kr,-200 000 kr (-5 %),Radhus,Bostadsrätt,5 rum,129 m²,N/A,N/A,N/A,2017,13 200 kr/år,Ja,N/A,"Radhus - Tungelsta, Haninge kommun - Såld 06 oktober 2022",Stockholm,3 550 000 kr
N/A,4 300 000 kr,-500 000 kr (-12 %),Radhus,Äganderätt,3 rum,90 m²,N/A,N/A,115 m²,1973,36 834 kr/år,N/A,N/A,"Radhus - Täby Kyrkby, Täby kommun - Såld 06 oktober 2022",Stockholm,3 800 000 kr
N/A,4 195 000 kr,-195 000 kr (-5 %),Parhus,Äganderätt,5 rum,123 m²,N/A,N/A,261 m²,1976,42 100 kr/år,Ja,N/A,"Parhus - Brunna - Kungsängen, Upplands-Bro kommun - Såld 06 oktober 2022",Stockholm,4 000 000 kr
37 398 kr/m²,2 395 000 kr,-95 000 kr (-4 %),Radhus,Bostadsrätt,2 rum,"61,5 m²",N/A,N/A,N/A,1989,25 892 kr/år,Ja,N/A,"Radhus - Margretelund - Högsättra, Österåkers kommun - Såld 06 oktober 2022",Stockholm,2 300 000 kr
N/A,5 490 000 kr,-60 000 kr (-1 %),Radhus,Äganderätt,5 rum,118 m²,N/A,N/A,121 m²,2007,12 400 kr/år,N/A,N/A,"Radhus - Barkarby - Kyrkbyn, Järfälla kommun - Såld 06 oktober 2022",Stockholm,5 430 000 kr
N/A,6 750 000 kr,-750 000 kr (-11 %),Radhus,Äganderätt,7 rum,111 m²,10 m²,N/A,151 m²,1975,45 038 kr/år,N/A,N/A,"Radhus - Ella Gård, Täby kommun - Såld 06 oktober 2022",Stockholm,6 000 000 kr
N/A,5 495 000 kr,-95 000 kr (-2 %),Kedjehus,Äganderätt,6 rum,129 m²,30 m²,Ja,284 m²,1983,49 437 kr/år,Ja,N/A,"Kedjehus - Visinge, Täby kommun - Såld 05 oktober 2022",Stockholm,5 400 000 kr
N/A,4 695 000 kr,-170 000 kr (-4 %),Radhus,Äganderätt,5 rum,143 m²,N/A,N/A,358 m²,1973,51 095 kr/år,Ja,N/A,"Radhus - Fresta, Upplands Väsby kommun - Såld 05 oktober 2022",Stockholm,4 525 000 kr
N/A,3 695 000 kr,-120 000 kr (-3 %),Radhus,Äganderätt,3 rum,83 m²,7 m²,N/A,135 m²,1978,46 088 kr/år,Ja,N/A,"Radhus - Skogås, Huddinge kommun - Såld 05 oktober 2022",Stockholm,3 575 000 kr
N/A,4 895 000 kr,-295 000 kr (-6 %),Radhus,Äganderätt,5 rum,131 m²,N/A,N/A,165 m²,1989,50 724 kr/år,N/A,N/A,"Radhus - Lötkärr, Haninge kommun - Såld 05 oktober 2022",Stockholm,4 600 000 kr
N/A,4 475 000 kr,-725 000 kr (-16 %),Parhus,Äganderätt,4 rum,97 m²,N/A,N/A,252 m²,1974,39 600 kr/år,N/A,N/A,"Parhus - Norrviken, Sollentuna kommun - Såld 05 oktober 2022",Stockholm,3 750 000 kr
N/A,4 995 000 kr,-195 000 kr (-4 %),Radhus,Äganderätt,5 rum,117 m²,59 m²,N/A,171 m²,1971,44 037 kr/år,N/A,N/A,"Radhus - Nälsta, Stockholms kommun - Såld 05 oktober 2022",Stockholm,4 800 000 kr
