price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
N/A,2 390 000 kr,-190 000 kr (-8 %),Vinterbonat fritidshus,Äganderätt,2 rum,42 m²,N/A,N/A,3 553 m²,1975,21 008 kr/år,Ja,N/A,"Vinterbonat fritidshus - Ljusterö, Österåkers kommun - Såld 22 september 2023",Stockholm,2 200 000 kr
N/A,1 595 000 kr,-95 000 kr (-6 %),Fritidshus,Äganderätt,4 rum,56 m²,N/A,N/A,2 888 m²,1984,14 000 kr/år,N/A,N/A,"Fritidshus - Åkerö, Norrtälje kommun - Såld 20 september 2023",Stockholm,1 500 000 kr
N/A,2 495 000 kr,-195 000 kr (-8 %),Vinterbonat fritidshus,Äganderätt,3 rum,51 m²,N/A,N/A,1 861 m²,1975,29 675 kr/år,N/A,N/A,"Vinterbonat fritidshus - Norra Rörvik, Norrtälje kommun - Såld 20 september 2023",Stockholm,2 300 000 kr
N/A,3 995 000 kr,-595 000 kr (-15 %),Vinterbonat fritidshus,Äganderätt,4 rum,47 m²,N/A,N/A,2 264 m²,1980,17 366 kr/år,N/A,N/A,"Vinterbonat fritidshus - Söderöra, Norrtälje kommun - Såld 18 september 2023",Stockholm,3 400 000 kr
N/A,1 795 000 kr,-95 000 kr (-5 %),Vinterbonat fritidshus,Äganderätt,2 rum,34 m²,N/A,N/A,2 058 m²,1981,22 313 kr/år,N/A,N/A,"Vinterbonat fritidshus - Vätö - Utveda, Norrtälje kommun - Såld 18 september 2023",Stockholm,1 700 000 kr
N/A,2 495 000 kr,-495 000 kr (-20 %),Fritidshus,Äganderätt,4 rum,80 m²,N/A,N/A,2 504 m²,1967,27 300 kr/år,N/A,N/A,"Fritidshus - Åkersberga, Österåkers kommun - Såld 18 september 2023",Stockholm,2 000 000 kr
N/A,9 500 000 kr,-1 600 000 kr (-17 %),Fritidshus,Äganderätt,4 rum,55 m²,10 m²,N/A,1 911 m²,1926,N/A,N/A,N/A,"Fritidshus - Älgö, Nacka kommun - Såld 17 september 2023",Stockholm,7 900 000 kr
N/A,2 500 000 kr,-200 000 kr (-8 %),Fritidshus,Äganderätt,1 rum,11 m²,5 m²,N/A,"2,4 ha",N/A,N/A,N/A,N/A,"Fritidshus - Naturreservatet Storö-Bockö-Lökaö, Värmdö kommun - Såld 16 september 2023",Stockholm,2 300 000 kr
N/A,1 100 000 kr,-200 000 kr (-18 %),Fritidshus,Äganderätt,2 rum,33 m²,N/A,N/A,348 m²,1991,17 720 kr/år,N/A,N/A,"Fritidshus - Hemfosa, Haninge kommun - Såld 15 september 2023",Stockholm,900 000 kr
N/A,1 595 000 kr,-245 000 kr (-15 %),Fritidshus,Äganderätt,3 rum,58 m²,N/A,N/A,2 059 m²,1967,21 010 kr/år,N/A,N/A,"Fritidshus - Skebobruk, Norrtälje kommun - Såld 15 september 2023",Stockholm,1 350 000 kr
N/A,2 250 000 kr,-275 000 kr (-12 %),Fritidshus,Äganderätt,3 rum,54 m²,28 m²,N/A,3 470 m²,1959,13 264 kr/år,N/A,N/A,"Fritidshus - Färingsö Ricksättra, Ekerö kommun - Såld 11 september 2023",Stockholm,1 975 000 kr
N/A,1 595 000 kr,-245 000 kr (-15 %),Fritidshus,Äganderätt,2 rum,45 m²,N/A,N/A,2 462 m²,1965,29 552 kr/år,N/A,N/A,"Fritidshus - Garns-Ekskogen, Vallentuna kommun - Såld 11 september 2023",Stockholm,1 350 000 kr
N/A,1 450 000 kr,-170 000 kr (-12 %),Fritidshus,Äganderätt,2 rum,64 m²,N/A,N/A,2 070 m²,1974,42 744 kr/år,N/A,N/A,Fritidshus - Norrtälje kommun - Såld 09 september 2023,Stockholm,1 280 000 kr
N/A,2 495 000 kr,-170 000 kr (-7 %),Vinterbonat fritidshus,Äganderätt,4 rum,80 m²,8 m²,N/A,3 312 m²,1963,13 150 kr/år,N/A,N/A,"Vinterbonat fritidshus - Rörvik, Norrtälje kommun - Såld 08 september 2023",Stockholm,2 325 000 kr
N/A,1 995 000 kr,-395 000 kr (-20 %),Fritidshus,Äganderätt,1 rum,34 m²,4 m²,N/A,2 495 m²,1958,2 000 kr/år,N/A,N/A,"Fritidshus - Blekungen, Österåkers kommun - Såld 08 september 2023",Stockholm,1 600 000 kr
N/A,3 425 000 kr,-275 000 kr (-8 %),Vinterbonat fritidshus,Äganderätt,3 rum,54 m²,15 m²,N/A,1 664 m²,1960,21 204 kr/år,N/A,N/A,"Vinterbonat fritidshus - Vindö, Värmdö kommun - Såld 07 september 2023",Stockholm,3 150 000 kr
N/A,1 875 000 kr,-175 000 kr (-9 %),Vinterbonat fritidshus,Äganderätt,3 rum,70 m²,9 m²,N/A,2 653 m²,1977,23 993 kr/år,N/A,N/A,"Vinterbonat fritidshus - Västanvik, Norrtälje kommun - Såld 07 september 2023",Stockholm,1 700 000 kr
N/A,1 995 000 kr,-95 000 kr (-5 %),Vinterbonat fritidshus,Äganderätt,3 rum,74 m²,N/A,N/A,1 987 m²,1987,21 437 kr/år,N/A,N/A,"Vinterbonat fritidshus - Fjällboholmar, Norrtälje kommun - Såld 07 september 2023",Stockholm,1 900 000 kr
N/A,5 975 000 kr,-625 000 kr (-10 %),Gård utan jordbruk,Äganderätt,4 rum,75 m²,75 m²,N/A,39 ha,1909,N/A,N/A,N/A,"Gård utan jordbruk - Närtuna, Norrtälje kommun - Såld 06 september 2023",Stockholm,5 350 000 kr
N/A,2 995 000 kr,-95 000 kr (-3 %),Vinterbonat fritidshus,Äganderätt,6 rum,46 m²,N/A,N/A,5 466 m²,1957,20 527 kr/år,Ja,N/A,"Vinterbonat fritidshus - Isättravik, Österåkers kommun - Såld 05 september 2023",Stockholm,2 900 000 kr
N/A,1 095 000 kr,-130 000 kr (-12 %),Fritidshus,Annat,2 rum,35 m²,N/A,N/A,1 548 m²,1959,N/A,Ja,N/A,"Fritidshus - Stadan, Södertälje kommun - Såld 04 september 2023",Stockholm,965 000 kr
N/A,1 695 000 kr,-45 000 kr (-3 %),Fritidshus,Äganderätt,3 rum,51 m²,5 m²,N/A,3 058 m²,1968,27 550 kr/år,N/A,N/A,"Fritidshus - Färingsö Vendeludd, Ekerö kommun - Såld 04 september 2023",Stockholm,1 650 000 kr
